run_name,run_date,data_config,query,query_index,system_name,system_version,system,system_setting,min_runtime,avg_runtime
USSR_vs_baseline_clickbench,2025-05-13-16-45-47,{},q33,33,duckdb,latest_build_main,"{'name': 'duckdb', 'version': 'latest_build_main'}",{'n_threads': 1},0.723271042,0.7269010168000001
USSR_vs_baseline_clickbench,2025-05-13-16-45-47,{},q33,33,duckdb,DUCKDB_emit_DICT,"{'name': 'duckdb', 'version': 'DUCKDB_emit_DICT'}",{'n_threads': 1},0.632752834,0.6350306250000001
USSR_vs_baseline_clickbench,2025-05-13-16-45-47,{},q34,34,duckdb,latest_build_main,"{'name': 'duckdb', 'version': 'latest_build_main'}",{'n_threads': 1},0.734046458,0.7344120581999999
USSR_vs_baseline_clickbench,2025-05-13-16-45-47,{},q34,34,duckdb,DUCKDB_emit_DICT,"{'name': 'duckdb', 'version': 'DUCKDB_emit_DICT'}",{'n_threads': 1},0.722359958,0.7229028498
USSR_vs_baseline_clickbench,2025-05-13-16-45-47,{},q36,36,duckdb,latest_build_main,"{'name': 'duckdb', 'version': 'latest_build_main'}",{'n_threads': 1},0.059047375,0.059439675000000004
USSR_vs_baseline_clickbench,2025-05-13-16-45-47,{},q36,36,duckdb,DUCKDB_emit_DICT,"{'name': 'duckdb', 'version': 'DUCKDB_emit_DICT'}",{'n_threads': 1},0.055363708,0.056165733399999994
USSR_vs_baseline_clickbench,2025-05-13-16-45-47,{},q37,37,duckdb,latest_build_main,"{'name': 'duckdb', 'version': 'latest_build_main'}",{'n_threads': 1},0.016741667,0.0172862918
USSR_vs_baseline_clickbench,2025-05-13-16-45-47,{},q37,37,duckdb,DUCKDB_emit_DICT,"{'name': 'duckdb', 'version': 'DUCKDB_emit_DICT'}",{'n_threads': 1},0.010913125,0.0110509084
USSR_vs_baseline_clickbench,2025-05-13-16-45-47,{},q38,38,duckdb,latest_build_main,"{'name': 'duckdb', 'version': 'latest_build_main'}",{'n_threads': 1},0.016756333,0.0171699414
USSR_vs_baseline_clickbench,2025-05-13-16-45-47,{},q38,38,duckdb,DUCKDB_emit_DICT,"{'name': 'duckdb', 'version': 'DUCKDB_emit_DICT'}",{'n_threads': 1},0.015889,0.016060824999999997
