run_name,run_date,data_config,query,query_index,system_name,system_version,system,system_setting,min_runtime,avg_runtime
USSR_vs_baseline_clickbench,2025-05-13-16-07-13,{},q33,33,duckdb,latest_build_main,"{'name': 'duckdb', 'version': 'latest_build_main'}",{'n_threads': 6},2.939781208,2.984229483
USSR_vs_baseline_clickbench,2025-05-13-16-07-13,{},q33,33,duckdb,DUCKDB_emit_DICT,"{'name': 'duckdb', 'version': 'DUCKDB_emit_DICT'}",{'n_threads': 6},2.805460709,2.8093891419999997
USSR_vs_baseline_clickbench,2025-05-13-16-07-13,{},q34,34,duckdb,latest_build_main,"{'name': 'duckdb', 'version': 'latest_build_main'}",{'n_threads': 6},3.027210541,3.0336067998000003
USSR_vs_baseline_clickbench,2025-05-13-16-07-13,{},q34,34,duckdb,DUCKDB_emit_DICT,"{'name': 'duckdb', 'version': 'DUCKDB_emit_DICT'}",{'n_threads': 6},3.018346125,3.0544992750000004
USSR_vs_baseline_clickbench,2025-05-13-16-07-13,{},q36,36,duckdb,latest_build_main,"{'name': 'duckdb', 'version': 'latest_build_main'}",{'n_threads': 6},0.031750167,0.0367777248
USSR_vs_baseline_clickbench,2025-05-13-16-07-13,{},q36,36,duckdb,DUCKDB_emit_DICT,"{'name': 'duckdb', 'version': 'DUCKDB_emit_DICT'}",{'n_threads': 6},0.031503459,0.0329737582
USSR_vs_baseline_clickbench,2025-05-13-16-07-13,{},q37,37,duckdb,latest_build_main,"{'name': 'duckdb', 'version': 'latest_build_main'}",{'n_threads': 6},0.015334958,0.0170562
USSR_vs_baseline_clickbench,2025-05-13-16-07-13,{},q37,37,duckdb,DUCKDB_emit_DICT,"{'name': 'duckdb', 'version': 'DUCKDB_emit_DICT'}",{'n_threads': 6},0.017119208,0.0175948834
USSR_vs_baseline_clickbench,2025-05-13-16-07-13,{},q38,38,duckdb,latest_build_main,"{'name': 'duckdb', 'version': 'latest_build_main'}",{'n_threads': 6},0.015963375,0.017066908199999998
USSR_vs_baseline_clickbench,2025-05-13-16-07-13,{},q38,38,duckdb,DUCKDB_emit_DICT,"{'name': 'duckdb', 'version': 'DUCKDB_emit_DICT'}",{'n_threads': 6},0.016916584,0.0178748418
