run_name,run_date,data_config,query,query_index,system_name,system_version,system,system_setting,min_runtime,avg_runtime
USSR_vs_baseline_clickbench,2025-05-13-16-44-57,{},q33,33,duckdb,latest_build_main,"{'name': 'duckdb', 'version': 'latest_build_main'}",{'n_threads': 1},0.723171292,0.7242223165999999
USSR_vs_baseline_clickbench,2025-05-13-16-44-57,{},q33,33,duckdb,DUCKDB_emit_DICT,"{'name': 'duckdb', 'version': 'DUCKDB_emit_DICT'}",{'n_threads': 1},0.635457833,0.637468975
USSR_vs_baseline_clickbench,2025-05-13-16-44-57,{},q34,34,duckdb,latest_build_main,"{'name': 'duckdb', 'version': 'latest_build_main'}",{'n_threads': 1},0.735074666,0.7360791998
USSR_vs_baseline_clickbench,2025-05-13-16-44-57,{},q34,34,duckdb,DUCKDB_emit_DICT,"{'name': 'duckdb', 'version': 'DUCKDB_emit_DICT'}",{'n_threads': 1},0.722875291,0.7249409164
USSR_vs_baseline_clickbench,2025-05-13-16-44-57,{},q36,36,duckdb,latest_build_main,"{'name': 'duckdb', 'version': 'latest_build_main'}",{'n_threads': 1},0.058992833,0.059271141400000005
USSR_vs_baseline_clickbench,2025-05-13-16-44-57,{},q36,36,duckdb,DUCKDB_emit_DICT,"{'name': 'duckdb', 'version': 'DUCKDB_emit_DICT'}",{'n_threads': 1},0.055203458,0.055461074799999996
USSR_vs_baseline_clickbench,2025-05-13-16-44-57,{},q37,37,duckdb,latest_build_main,"{'name': 'duckdb', 'version': 'latest_build_main'}",{'n_threads': 1},0.01664775,0.01677715
USSR_vs_baseline_clickbench,2025-05-13-16-44-57,{},q37,37,duckdb,DUCKDB_emit_DICT,"{'name': 'duckdb', 'version': 'DUCKDB_emit_DICT'}",{'n_threads': 1},0.01075675,0.010951533199999999
USSR_vs_baseline_clickbench,2025-05-13-16-44-57,{},q38,38,duckdb,latest_build_main,"{'name': 'duckdb', 'version': 'latest_build_main'}",{'n_threads': 1},0.016550167,0.0168396834
USSR_vs_baseline_clickbench,2025-05-13-16-44-57,{},q38,38,duckdb,DUCKDB_emit_DICT,"{'name': 'duckdb', 'version': 'DUCKDB_emit_DICT'}",{'n_threads': 1},0.0158725,0.0162551748
